2026-07-20 10:00:00,000 | INFO | 192.168.56.44 | GET /robots.txt | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:05:08,000 | WARNING | 192.168.56.10 | POST /api/debug | ua="Wget/1.21.3"
2026-07-20 10:05:12,000 | WARNING | 192.168.56.11 | GET /api/debug | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:07:54,000 | INFO | 172.16.0.5 | GET /api/status | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:08:00,000 | INFO | 192.168.56.44 | GET /api/status | ua="curl/8.4.0"
2026-07-20 10:04:03,000 | INFO | 192.168.56.101 | POST /favicon.ico | ua="Nmap Scripting Engine"
2026-07-20 10:06:50,000 | ERROR | 10.0.2.15 | POST / | ua="Nmap Scripting Engine"
2026-07-20 10:02:46,000 | INFO | 192.168.56.44 | POST /backup_secrets/ | ua="Wget/1.21.3"
2026-07-20 10:01:24,000 | INFO | 10.0.2.15 | GET /support | ua="curl/8.4.0"
2026-07-20 10:04:15,000 | INFO | 192.168.56.7 | POST /reset-password | ua="Wget/1.21.3"
2026-07-20 10:08:36,000 | INFO | 192.168.56.11 | POST /authenticator | ua="Wget/1.21.3"
2026-07-20 10:01:27,000 | INFO | 192.168.56.44 | GET /static/css/home.css | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:10:16,000 | INFO | 192.168.56.20 | POST /register | ua="Wget/1.21.3"
2026-07-20 10:02:58,000 | ERROR | 192.168.56.20 | POST /support | ua="curl/8.4.0"
2026-07-20 10:03:00,000 | INFO | 192.168.56.44 | POST /favicon.ico | ua="curl/8.4.0"
2026-07-20 10:04:33,000 | INFO | 192.168.56.20 | GET /api/debug | ua="python-requests/2.31.0"
2026-07-20 10:04:36,000 | INFO | 192.168.56.20 | GET /register | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:04:39,000 | INFO | 192.168.56.11 | POST /static/css/home.css | ua="Wget/1.21.3"
2026-07-20 10:04:42,000 | WARNING | 192.168.56.7 | GET /register | ua="curl/8.4.0"
2026-07-20 10:01:35,000 | INFO | 192.168.56.7 | GET /reset-password | ua="Nmap Scripting Engine"
2026-07-20 10:06:24,000 | ERROR | 192.168.56.20 | GET /authenticator | ua="Nmap Scripting Engine"
2026-07-20 10:09:42,000 | INFO | 10.0.2.15 | GET /register | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:11:26,000 | WARNING | 192.168.56.101 | POST /static/css/home.css | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:11:33,000 | WARNING | 10.0.2.15 | POST / | ua="curl/8.4.0"
2026-07-20 10:06:40,000 | WARNING | 172.16.0.5 | POST /authenticator | ua="Nmap Scripting Engine"
2026-07-20 10:11:47,000 | INFO | 192.168.56.101 | GET /static/css/home.css | ua="Wget/1.21.3"
2026-07-20 10:05:06,000 | WARNING | 172.16.0.5 | POST / | ua="python-requests/2.31.0"
2026-07-20 10:06:52,000 | WARNING | 172.16.0.5 | POST /backup_secrets/ | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:05:12,000 | INFO | 192.168.56.44 | POST /authenticator | ua="Wget/1.21.3"
2026-07-20 10:10:30,000 | ERROR | 192.168.56.11 | POST /favicon.ico | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:05:18,000 | ERROR | 172.16.0.5 | GET /api/current-code | ua="python-requests/2.31.0"
2026-07-20 10:03:34,000 | INFO | 192.168.56.10 | POST /backup_secrets/ | ua="Nmap Scripting Engine"
2026-07-20 10:10:48,000 | INFO | 192.168.56.10 | POST /api/current-code | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:01:49,000 | INFO | 192.168.56.101 | POST /favicon.ico | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:12:50,000 | WARNING | 192.168.56.101 | GET /reset-password | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:09:15,000 | INFO | 172.16.0.5 | POST /robots.txt | ua="python-requests/2.31.0" session={795761}
2026-07-20 10:03:44,000 | INFO | 192.168.56.20 | POST /support | ua="Wget/1.21.3"
2026-07-20 10:07:32,000 | WARNING | 172.16.0.5 | GET /reset-password | ua="Wget/1.21.3"
2026-07-20 10:01:54,000 | INFO | 172.16.0.5 | GET /backup_secrets/ | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:05:45,000 | INFO | 192.168.56.11 | POST /backup_secrets/ | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:13:32,000 | WARNING | 192.168.56.20 | POST /static/css/home.css | ua="Wget/1.21.3"
2026-07-20 10:03:54,000 | ERROR | 192.168.56.44 | POST /api/current-code | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:03:56,000 | INFO | 192.168.56.7 | POST /verify-mfa | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:03:58,000 | INFO | 192.168.56.20 | GET / | ua="Wget/1.21.3"
2026-07-20 10:12:00,000 | ERROR | 192.168.56.7 | POST / | ua="python-requests/2.31.0"
2026-07-20 10:08:04,000 | ERROR | 192.168.56.20 | POST /favicon.ico | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:06:06,000 | ERROR | 192.168.56.11 | GET /authenticator | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:12:18,000 | INFO | 172.16.0.5 | GET /backup_secrets/ | ua="Wget/1.21.3"
2026-07-20 10:14:28,000 | INFO | 192.168.56.11 | POST /login | ua="curl/8.4.0"
2026-07-20 10:04:10,000 | INFO | 10.0.2.15 | GET /reset-password | ua="curl/8.4.0"
2026-07-20 10:14:42,000 | WARNING | 10.0.2.15 | GET /support | ua="Wget/1.21.3"
2026-07-20 10:02:07,000 | INFO | 172.16.0.5 | POST /verify-mfa | ua="curl/8.4.0"
2026-07-20 10:12:48,000 | INFO | 192.168.56.7 | POST /support | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:08:36,000 | WARNING | 192.168.56.10 | GET /api/current-code | ua="python-requests/2.31.0"
2026-07-20 10:02:10,000 | INFO | 172.16.0.5 | GET /static/css/home.css | ua="curl/8.4.0"
2026-07-20 10:15:17,000 | INFO | 172.16.0.5 | GET /static/css/home.css | ua="python-requests/2.31.0"
2026-07-20 10:13:12,000 | WARNING | 192.168.56.44 | POST /login | ua="python-requests/2.31.0"
2026-07-20 10:13:18,000 | ERROR | 172.16.0.5 | POST /authenticator | ua="Wget/1.21.3"
2026-07-20 10:13:24,000 | INFO | 10.0.2.15 | GET /api/status | ua="Wget/1.21.3"
2026-07-20 10:04:30,000 | ERROR | 192.168.56.44 | GET /authenticator | ua="curl/8.4.0"
2026-07-20 10:06:48,000 | INFO | 192.168.56.20 | GET /verify-mfa | ua="python-requests/2.31.0"
2026-07-20 10:15:59,000 | INFO | 192.168.56.44 | POST /api/current-code | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:16:06,000 | ERROR | 192.168.56.11 | GET /static/css/home.css | ua="python-requests/2.31.0"
2026-07-20 10:09:16,000 | INFO | 172.16.0.5 | GET /login | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:02:20,000 | INFO | 192.168.56.44 | POST /login | ua="curl/8.4.0"
2026-07-20 10:16:27,000 | WARNING | 192.168.56.11 | GET /static/css/home.css | ua="python-requests/2.31.0"
2026-07-20 10:09:28,000 | INFO | 192.168.56.11 | POST /api/current-code | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:04:46,000 | INFO | 192.168.56.7 | POST /api/current-code | ua="Wget/1.21.3"
2026-07-20 10:04:48,000 | INFO | 192.168.56.20 | POST /support | ua="python-requests/2.31.0"
2026-07-20 10:14:30,000 | INFO | 192.168.56.11 | GET /support | ua="curl/8.4.0"
2026-07-20 10:07:18,000 | INFO | 192.168.56.11 | POST / | ua="python-requests/2.31.0"
2026-07-20 10:07:21,000 | WARNING | 192.168.56.20 | GET /reset-password | ua="Nmap Scripting Engine"
2026-07-20 10:04:56,000 | INFO | 192.168.56.101 | POST /support | ua="python-requests/2.31.0"
2026-07-20 10:07:27,000 | WARNING | 192.168.56.11 | GET /api/current-code | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:17:30,000 | INFO | 10.0.2.15 | GET /favicon.ico | ua="curl/8.4.0"
2026-07-20 10:17:37,000 | WARNING | 172.16.0.5 | POST / | ua="Wget/1.21.3"
2026-07-20 10:17:44,000 | INFO | 192.168.56.44 | POST /register | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:10:12,000 | INFO | 192.168.56.7 | GET /login | ua="python-requests/2.31.0"
2026-07-20 10:15:24,000 | INFO | 192.168.56.101 | GET /api/debug | ua="Nmap Scripting Engine"
2026-07-20 10:12:55,000 | INFO | 192.168.56.10 | GET /api/debug | ua="python-requests/2.31.0"
2026-07-20 10:02:36,000 | INFO | 192.168.56.44 | GET /backup_secrets/ | ua="curl/8.4.0"
2026-07-20 10:07:51,000 | INFO | 192.168.56.101 | POST /favicon.ico | ua="Wget/1.21.3"
2026-07-20 10:18:26,000 | WARNING | 192.168.56.10 | POST /api/status | ua="python-requests/2.31.0"
2026-07-20 10:18:33,000 | ERROR | 192.168.56.10 | POST /robots.txt | ua="Nmap Scripting Engine"
2026-07-20 10:08:00,000 | ERROR | 192.168.56.7 | POST /verify-mfa | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:13:25,000 | WARNING | 192.168.56.44 | GET /api/status | ua="curl/8.4.0"
2026-07-20 10:05:24,000 | INFO | 192.168.56.101 | POST /backup_secrets/ | ua="Nmap Scripting Engine"
2026-07-20 10:19:01,000 | INFO | 192.168.56.7 | POST /support | ua="Nmap Scripting Engine"
2026-07-20 10:19:08,000 | WARNING | 192.168.56.11 | GET /authenticator | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:11:00,000 | INFO | 192.168.56.10 | GET /backup_secrets/ | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:08:18,000 | INFO | 172.16.0.5 | GET /verify-mfa | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:19:29,000 | INFO | 10.0.2.15 | GET /api/status | ua="python-requests/2.31.0"
2026-07-20 10:08:24,000 | WARNING | 172.16.0.5 | POST /api/current-code | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:02:49,000 | ERROR | 192.168.56.20 | POST /support | ua="Nmap Scripting Engine"
2026-07-20 10:11:20,000 | INFO | 172.16.0.5 | POST /favicon.ico | ua="Nmap Scripting Engine"
2026-07-20 10:08:33,000 | INFO | 192.168.56.101 | GET /api/debug | ua="Nmap Scripting Engine"
2026-07-20 10:05:44,000 | ERROR | 172.16.0.5 | GET /api/debug | ua="curl/8.4.0"
2026-07-20 10:17:18,000 | INFO | 192.168.56.101 | GET / | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:08:42,000 | INFO | 192.168.56.11 | POST /backup_secrets/ | ua="Wget/1.21.3"
2026-07-20 10:08:45,000 | INFO | 192.168.56.20 | POST /support | ua="Wget/1.21.3"
2026-07-20 10:17:36,000 | INFO | 172.16.0.5 | GET /authenticator | ua="Wget/1.21.3"
2026-07-20 10:05:54,000 | ERROR | 172.16.0.5 | POST /authenticator | ua="python-requests/2.31.0"
2026-07-20 10:05:56,000 | WARNING | 10.0.2.15 | GET /api/debug | ua="python-requests/2.31.0"
2026-07-20 10:17:54,000 | INFO | 10.0.2.15 | POST /authenticator | ua="Nmap Scripting Engine"
2026-07-20 10:18:00,000 | WARNING | 172.16.0.5 | POST /robots.txt | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:18:06,000 | INFO | 192.168.56.20 | GET /api/debug | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:06:04,000 | INFO | 192.168.56.44 | GET /support | ua="python-requests/2.31.0"
2026-07-20 10:21:21,000 | INFO | 192.168.56.10 | POST /verify-mfa | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:18:24,000 | INFO | 192.168.56.11 | POST /robots.txt | ua="curl/8.4.0"
2026-07-20 10:12:20,000 | INFO | 192.168.56.44 | POST /register | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:03:06,000 | INFO | 172.16.0.5 | POST /register | ua="python-requests/2.31.0"
2026-07-20 10:15:35,000 | INFO | 192.168.56.11 | GET / | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:03:08,000 | INFO | 192.168.56.11 | GET /robots.txt | ua="Nmap Scripting Engine"
2026-07-20 10:03:09,000 | INFO | 192.168.56.101 | POST /api/status | ua="Wget/1.21.3"
2026-07-20 10:03:10,000 | WARNING | 172.16.0.5 | GET /robots.txt | ua="curl/8.4.0"
2026-07-20 10:03:11,000 | WARNING | 192.168.56.44 | POST /reset-password | ua="python-requests/2.31.0"
2026-07-20 10:22:24,000 | INFO | 192.168.56.20 | GET /static/css/home.css | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:12:52,000 | INFO | 192.168.56.44 | POST /verify-mfa | ua="python-requests/2.31.0"
2026-07-20 10:09:42,000 | ERROR | 192.168.56.44 | POST /support | ua="curl/8.4.0"
2026-07-20 10:13:00,000 | WARNING | 192.168.56.11 | GET /verify-mfa | ua="curl/8.4.0"
2026-07-20 10:09:48,000 | INFO | 192.168.56.44 | GET /api/status | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:19:42,000 | INFO | 192.168.56.101 | POST /verify-mfa | ua="Nmap Scripting Engine"
2026-07-20 10:09:54,000 | INFO | 192.168.56.101 | POST /reset-password | ua="Nmap Scripting Engine"
2026-07-20 10:23:13,000 | INFO | 192.168.56.44 | POST /login | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:13:20,000 | INFO | 172.16.0.5 | POST /authenticator | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:10:03,000 | INFO | 192.168.56.101 | POST /reset-password | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:16:50,000 | INFO | 192.168.56.11 | GET /verify-mfa | ua="curl/8.4.0"
2026-07-20 10:10:09,000 | INFO | 192.168.56.20 | GET /static/css/home.css | ua="Nmap Scripting Engine" session={371427}
2026-07-20 10:17:00,000 | INFO | 192.168.56.20 | POST /authenticator | ua="Wget/1.21.3"
2026-07-20 10:13:40,000 | WARNING | 192.168.56.7 | GET /register | ua="python-requests/2.31.0"
2026-07-20 10:06:52,000 | WARNING | 192.168.56.101 | POST /static/css/home.css | ua="python-requests/2.31.0"
2026-07-20 10:06:54,000 | INFO | 192.168.56.44 | GET /reset-password | ua="python-requests/2.31.0"
2026-07-20 10:03:28,000 | INFO | 192.168.56.44 | GET /login | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:24:23,000 | ERROR | 192.168.56.7 | GET /verify-mfa | ua="curl/8.4.0"
2026-07-20 10:17:30,000 | ERROR | 192.168.56.101 | POST /authenticator | ua="Wget/1.21.3"
2026-07-20 10:17:35,000 | INFO | 172.16.0.5 | POST / | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:07:04,000 | WARNING | 192.168.56.44 | POST /api/current-code | ua="Wget/1.21.3"
2026-07-20 10:24:51,000 | WARNING | 192.168.56.11 | GET /favicon.ico | ua="python-requests/2.31.0"
2026-07-20 10:03:34,000 | INFO | 192.168.56.101 | GET /favicon.ico | ua="curl/8.4.0"
